orthogroup	species_count	member_count	species_set
orthogroup_137	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_138	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_139	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_140	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_141	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_142	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_143	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_144	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_145	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_146	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_147	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_148	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_149	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_150	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_151	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_152	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_153	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_154	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_155	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_156	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_157	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_158	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_159	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_160	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_161	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_162	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_163	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_164	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_165	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000762985.1
orthogroup_166	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_167	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_168	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_169	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_170	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_171	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_172	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_173	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_174	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_175	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_176	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_177	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_178	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_179	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_180	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_181	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_182	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_183	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_184	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_185	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_186	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_187	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_188	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_189	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_190	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_191	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_192	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_193	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_194	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_195	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_196	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_197	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_198	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_199	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_200	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_201	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_202	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_203	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_204	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_205	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_206	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_207	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_208	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_209	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_210	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_211	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_212	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_213	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_214	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_215	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_216	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_217	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_218	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_219	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_220	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_221	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_222	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_223	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_224	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_225	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_226	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_227	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_228	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_229	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_230	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_231	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_232	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_233	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_234	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_235	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_236	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_237	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_238	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_239	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_240	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_241	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_242	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_243	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_244	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_245	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_246	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_247	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_248	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_249	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_250	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_251	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_252	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_253	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_254	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_255	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_256	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_257	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_258	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_259	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_260	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_261	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_262	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_263	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_264	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_265	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_266	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_267	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_268	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_269	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_270	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_271	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_272	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
